Style,Exterior Color,Interior Color,MPG,Engine,Drive Type,Fuel Type,Transmission,accidents,owners,year,brand,model,price,mileage,Cab Type,Bed Length,Range
Pickup Truck,Gray,Gray,16 cty / 21 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,2,2015,Toyota,Tacoma,"$24,795 ",133990,Extended Cab,Short Bed,
Pickup Truck,Gray,Unknown,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,Tacoma,"$41,995 ",7635,Crew Cab,Standard Bed,
Pickup Truck,Super White,Cement Gray,19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,2,2016,Toyota,Tacoma,"$22,000 ",66537,Extended Cab,Standard Bed,
Sedan,Black Sand Pearl,Macadamia,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,589 ",983,,,
SUV,Blizzard Pearl,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$41,299 ",22908,,,
SUV,Magnetic Gray Metallic,Black,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,RAV4,"$19,495 ",90746,,,
SUV,White,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2022,Toyota,Highlander,"$44,999 ",36385,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,3,2,2020,Toyota,Corolla,"$17,891 ",67443,,,
Sedan,Super White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2020,Toyota,Camry,"$20,500 ",83511,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$36,299 ",39522,,,
Sedan,Barcelona Red Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Corolla,"$19,600 ",17723,,,
Sedan,Blue Streak/Midnight Black Metallic,Cockpit Red,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2020,Toyota,Camry,"$27,987 ",37850,,,
Sedan,Midnight Black Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2023,Toyota,Camry,"$25,757 ",3311,,,
SUV,Silver Sky Metallic,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$31,990 ",18289,,,
Hatchback,Supersonic Red,Black,54 cty / 50 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Prius,"$24,472 ",41167,,,
Sedan,Celestial Silver Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$23,780 ",20005,,,
Sedan,Falcon Gray Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$17,998 ",80274,,,
Sedan,Black Sand Pearl,Gray,29 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2016,Toyota,Corolla,"$16,998 ",94115,,,
SUV,Midnight Black Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$34,998 ",4768,,,
SUV,Blizzard Pearl W/Midnight Black Roof,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,2,2020,Toyota,RAV4,"$35,781 ",52107,,,
Sedan,Barcelona Red Metallic,Moonstone,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,795 ",59045,,,
Sedan,Classic Silver Metallic,Black,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2013,Toyota,Corolla,"$11,750 ",111758,,,
Hatchback,Black,Gray,32 cty / 40 hwy,1.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Yaris,"$17,950 ",35034,,,
SUV,Celestial Silver Metallic,Graphite,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$34,960 ",48724,,,
Pickup Truck,Super White,Black,15 cty / 19 hwy,4.6L V-8 Gas,RWD,Gas,Automatic,0,1,2019,Toyota,Tundra,"$34,105 ",73701,Crew Cab,Short Bed,
SUV,Midnight Black Metallic,Black/Graphite,17 cty / 22 hwy,4.0L V-6 Gas,RWD,Gas,Automatic,0,3,2016,Toyota,4Runner,"$25,997 ",94419,,,
Sedan,Super White,Macadamia,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$24,786 ",26272,,,
SUV,Midnight Black Metallic,Mocha,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,2,2020,Toyota,RAV4,"$30,989 ",75491,,,
Pickup Truck,Celestial Silver Metallic,Cement,20 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2022,Toyota,Tacoma,"$28,500 ",21092,Extended Cab,Standard Bed,
Sedan,Super White,Ash,29 cty / 41 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$22,499 ",45422,,,
Sedan,Black Sand Pearl,"Almond Fabric, Premium Cloth",28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2017,Toyota,Corolla,"$15,900 ",71356,,,
SUV,Shoreline Blue Pearl,Black,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,Highlander,"$32,888 ",37044,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2020,Toyota,Corolla,"$21,998 ",25913,,,
Sedan,Classic Silver Metallic,Moonstone,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,1,2021,Toyota,Corolla,"$19,872 ",61138,,,
Hatchback,Blue,Black,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2018,Toyota,Prius Prime,"$25,900 ",65188,,,
Sedan,Classic Silver Metallic,Grey,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,1,2021,Toyota,Corolla,"$16,900 ",118249,,,
SUV,Predawn Gray Mica,Black,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,Highlander,"$32,490 ",48372,,,
Minivan,Attitude Black,Ash,18 cty / 25 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2015,Toyota,Sienna,"$12,999 ",206085,,,
SUV,Magnetic Gray Metallic,Ash,22 cty / 29 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2015,Toyota,RAV4,"$19,884 ",65524,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,312 ",17892,,,
SUV,Celestial Silver Metallic,Graphite,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$38,681 ",28188,,,
Minivan,White,Unknown,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,1,2022,Toyota,Sienna,"$50,991 ",14330,,,
Sedan,Celestite Gray Metallic,Black,31 cty / 38 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$24,488 ",20659,,,
Sedan,Super White,Black,29 cty / 37 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2015,Toyota,Corolla,"$14,990 ",46940,,,
Sedan,Classic Silver Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$18,388 ",63196,,,
SUV,Blueprint,Light Gray,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2019,Toyota,RAV4,"$28,351 ",35260,,,
Sedan,Supersonic Red,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$17,995 ",105597,,,
Pickup Truck,Cement,Cement Gray,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2019,Toyota,Tacoma,"$31,987 ",18445,Crew Cab,Short Bed,
Sedan,Blue,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,3,2014,Toyota,Camry,"$9,695 ",213115,,,
SUV,Blizzard Pearl W/Midnight Black Roof,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2020,Toyota,RAV4,"$39,999 ",35296,,,
Sedan,Gray,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2010,Toyota,Prius,"$8,390 ",138806,,,
Sedan,Celestial Silver Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$27,488 ",5602,,,
Pickup Truck,Super White,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$32,995 ",30089,Crew Cab,Short Bed,
Pickup Truck,Super White,Black W/Gun Metal,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2018,Toyota,Tacoma,"$35,000 ",23680,Crew Cab,Short Bed,
Pickup Truck,Super White,Graphite,13 cty / 17 hwy,5.7L V-8 Gas,RWD,Gas,Automatic,0,1,2021,Toyota,Tundra,"$32,986 ",13786,Extended Cab,Standard Bed,
Pickup Truck,Magnetic Gray Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$38,639 ",30603,Crew Cab,Short Bed,
Sedan,Blizzard Pearl,Dark Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2012,Toyota,Prius,"$13,090 ",98826,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,4Runner,"$43,573 ",40500,,,
SUV,Super White,Sand Beige,17 cty / 22 hwy,4.0L V-6 Gas,RWD,Gas,Automatic,0,1,2016,Toyota,4Runner,"$26,807 ",93650,,,
Sedan,Blue,Black,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,4,2013,Toyota,Corolla,"$13,499 ",89500,,,
Minivan,Predawn Gray Mica,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Sienna,"$36,995 ",62059,,,
Pickup Truck,Magnetic Gray Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,Tacoma,"$38,411 ",8640,Crew Cab,Short Bed,
Hatchback,Magnetic Gray Metallic,Black,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2020,Toyota,Prius Prime,"$26,202 ",73489,,,
Sedan,Classic Silver Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2020,Toyota,Corolla,"$19,955 ",64692,,,
SUV,Super White,Unknown,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,RAV4,"$24,991 ",76818,,,
Sedan,Midnight Black Metallic,Black,44 cty / 47 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2022,Toyota,Camry,"$34,998 ",22337,,,
Sedan,Blue,Gray,48 cty / 45 hwy,1.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2009,Toyota,Prius,"$5,199 ",216619,,,
Minivan,Red,Taupe,17 cty / 23 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2009,Toyota,Sienna,"$6,950 ",198478,,,
Sedan,Gray,Black,29 cty / 37 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2016,Toyota,Corolla,"$17,589 ",90158,,,
Sedan,Classic Silver Metallic,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$22,429 ",24216,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$25,750 ",88569,,,
SUV,Blizzard Pearl W/Midnight Black Roof,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2020,Toyota,RAV4,"$35,995 ",63930,,,
SUV,Red,Unknown,27 cty / 31 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,C-HR,"$22,975 ",22281,,,
SUV,Silver Sky Metallic,Gray,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$26,900 ",61741,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,977 ",29427,,,
Sedan,Black,Unknown,27 cty / 35 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2009,Toyota,Corolla,"$5,799 ",170542,,,
Sedan,Celestial Silver/Midnight Black Metallic,Black,22 cty / 32 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,Camry,"$30,995 ",37100,,,
SUV,Midnight Black Metallic,Unknown,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$27,803 ",60692,,,
Sedan,Blue,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2010,Toyota,Prius,"$8,490 ",153200,,,
Wagon,Orange,Black,25 cty / 31 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,3,2009,Toyota,Matrix,"$6,995 ",125712,,,
SUV,Supersonic Red,Unknown,27 cty / 31 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,C-HR,"$19,565 ",21563,,,
Sedan,Classic Silver Metallic,Steel Gray,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,4,2015,Toyota,Corolla,"$13,959 ",102002,,,
SUV,Blueprint,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$23,985 ",88531,,,
SUV,Nautical Blue Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$39,993 ",94357,,,
Sedan,Midnight Black Metallic,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,3,2,2016,Toyota,Camry,"$12,991 ",139259,,,
Sedan,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$22,643 ",31938,,,
Sedan,Celestial Silver Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$24,577 ",34358,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$26,995 ",66194,,,
Sedan,Magnetic Gray Metallic,Dark Charcoal,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2012,Toyota,Corolla,"$13,222 ",81025,,,
Sedan,Silver,Mid Blue Black,32 cty / 40 hwy,1.5L Inline-4 Gas,FWD,Gas,Automatic,1,3,2018,Toyota,Yaris iA,"$14,499 ",75986,,,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$32,236 ",35867,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,998 ",9409,,,
Sedan,Super White,Black,44 cty / 47 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,1,2018,Toyota,Camry,"$21,936 ",94371,,,
SUV,Lunar Rock,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$26,800 ",75772,,,
SUV,Blizzard Pearl,Black,29 cty / 27 hwy,3.5L V-6 Hybrid,AWD,Hybrid,Automatic,0,1,2019,Toyota,Highlander,"$33,991 ",99124,,,
SUV,Magnetic Gray Metallic,Light Gray,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,1,2020,Toyota,RAV4,"$31,998 ",28291,,,
Hatchback,Magnetic Gray Metallic,Black,54 cty / 50 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Prius,"$23,900 ",50940,,,
Hatchback,Black Sand Pearl,Ash,30 cty / 37 hwy,1.5L Inline-4 Gas,FWD,Gas,Manual,0,3,2014,Toyota,Yaris,"$9,995 ",72944,,,
Pickup Truck,Barcelona Red Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$39,591 ",34942,Crew Cab,Short Bed,
SUV,Super White,Black/Graphite,17 cty / 22 hwy,4.0L V-6 Gas,RWD,Gas,Automatic,0,3,2016,Toyota,4Runner,"$27,982 ",74896,,,
Sedan,White,Cockpit Red,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$29,975 ",46444,,,
SUV,Classic Silver Metallic,Black Graphite,17 cty / 20 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,1,1,2018,Toyota,4Runner,"$32,985 ",62187,,,
Sedan,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$18,200 ",103625,,,
SUV,Silver Sky Metallic,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$26,643 ",57356,,,
SUV,Classic Silver Metallic,Ash,21 cty / 27 hwy,2.5L Inline-4 Gas,4WD,Gas,Automatic,0,1,2012,Toyota,RAV4,"$7,200 ",150000,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,4Runner,"$45,494 ",8718,,,
SUV,Magnetic Gray Metallic,Black,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$30,016 ",62077,,,
Pickup Truck,Super White,Unknown,14 cty / 18 hwy,4.6L V-8 Gas,4WD,Gas,Automatic,0,2,2019,Toyota,Tundra,"$35,996 ",38528,Extended Cab,Standard Bed,
Pickup Truck,Magnetic Gray Metallic,Black/Red,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2018,Toyota,Tacoma,"$31,998 ",34795,Crew Cab,Short Bed,
Sedan,Celestial Silver Metallic,Ash,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2016,Toyota,Camry,"$10,695 ",133454,,,
SUV,Brown,Unknown,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2018,Toyota,Highlander,"$25,985 ",87995,,,
Sedan,White,Dark Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2010,Toyota,Prius,"$10,591 ",110510,,,
Sedan,Black,Gray,26 cty / 35 hwy,1.8L Inline-4 Gas,FWD,Gas,Manual,0,5,2010,Toyota,Corolla,"$6,495 ",153493,,,
Sedan,Barcelona Red Metallic,Unknown,53 cty / 52 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2020,Toyota,Corolla,"$26,997 ",12742,,,
Pickup Truck,Super White,Cement Gray,20 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,1,1,2018,Toyota,Tacoma,"$17,499 ",132421,Extended Cab,Standard Bed,
Pickup Truck,Magnetic Gray Metallic,Cement Gray,17 cty / 20 hwy,3.5L V-6 Gas,4WD,Gas,Manual,0,2,2019,Toyota,Tacoma,"$29,000 ",94707,Crew Cab,Short Bed,
Sedan,Supersonic Red,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$26,700 ",21568,,,
SUV,Classic Silver Metallic,Dark Charcoal,20 cty / 25 hwy,2.4L Inline-4 Gas,4WD,Gas,Automatic,0,4,2008,Toyota,RAV4,"$9,605 ",141774,,,
Sedan,Super White,Black,28 cty / 35 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$19,800 ",51204,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$25,991 ",14819,,,
SUV,Celestial Silver Metallic,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$35,500 ",63724,,,
SUV,Ruby Flare Pearl,Black,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,RAV4,"$17,525 ",99453,,,
Sedan,Barcelona Red Metallic,Cream,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2018,Toyota,Corolla,"$18,998 ",50492,,,
SUV,Predawn Gray Mica,Almond,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,Highlander,"$34,000 ",43670,,,
SUV,Super White,Light Gray,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,RAV4,"$29,999 ",15900,,,
Sedan,Predawn Gray Mica,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$24,999 ",39536,,,
SUV,Super White,Nutmeg,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2019,Toyota,RAV4,"$32,300 ",52552,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,1,2020,Toyota,Corolla,"$19,317 ",35396,,,
Pickup Truck,Midnight Black Metallic,Unknown,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2019,Toyota,Tacoma,"$36,499 ",42701,Crew Cab,Short Bed,
SUV,Super White,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$31,990 ",19040,,,
SUV,Celestial Silver Metallic,Graphite,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Highlander,"$37,072 ",60234,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,999 ",40104,,,
Sedan,Silver,Grey,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2012,Toyota,Corolla,"$9,440 ",126563,,,
Sedan,Barcelona Red Metallic,"Orangezest Mixed Media Fabric, Leatherette/Cloth",28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,Corolla,"$14,800 ",97528,,,
SUV,Blizzard Pearl,Graphite,35 cty / 35 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,Highlander,"$41,000 ",24353,,,
Sedan,Classic Silver Metallic,Ash,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2013,Toyota,Corolla,"$12,990 ",112670,,,
Sedan,Celestial Silver Metallic,Unknown,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2020,Toyota,Camry,"$29,995 ",28819,,,
Sedan,Pearl White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$18,981 ",70163,,,
Sedan,Super White,Black,28 cty / 35 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Corolla,"$18,995 ",48151,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Camry,"$20,992 ",69629,,,
SUV,Super White,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2021,Toyota,RAV4,"$26,991 ",29112,,,
Sedan,Magnetic Gray Metallic,Ash,21 cty / 31 hwy,2.4L Inline-4 Gas,FWD,Gas,Automatic,0,1,2009,Toyota,Camry,"$7,998 ",156329,,,
Hatchback,Blue Crush Metallic,Unknown,54 cty / 50 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2018,Toyota,Prius,"$21,924 ",50439,,,
SUV,Blue Eclipse Metallic,Black,27 cty / 31 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,3,2018,Toyota,C-HR,"$19,700 ",57617,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2021,Toyota,Tacoma,"$37,995 ",38286,Extended Cab,Standard Bed,
Pickup Truck,Silver,Gray,15 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Manual,0,1,2015,Toyota,Tacoma,"$18,990 ",184315,Crew Cab,Short Bed,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Camry,"$25,172 ",63091,,,
Sedan,Super White,Black,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2010,Toyota,Corolla,"$9,997 ",119315,,,
Sedan,Wind Chill Pearl,Black,25 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,0,2020,Toyota,Camry,"$28,998 ",25455,,,
SUV,Midnight Black Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$25,388 ",80633,,,
SUV,Silver Sky Metallic,Black,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2017,Toyota,RAV4,"$17,498 ",85860,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$24,600 ",52469,,,
Sedan,Celestial Silver Metallic,Ash/Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,4,2015,Toyota,Camry,"$13,470 ",105757,,,
SUV,White,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,Highlander,"$31,959 ",45840,,,
